firstName,secondName,firstLastName,secondLastName,documentType,documentNumber,userType,merchantName,accountType,accountNumber,entityCode,signer,keyType,keyValue,spbvi,comentario
"""wrbfbjhbfhasdjkfnjkbgjknqrjbrgfndasjvnjk9""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo firstName al superar su longitud maxima
"""re""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo firstName al no superar su longitud minima
"""Giovany""","""wrbfbjhbfhasdjkfnjkbgjknqrjbrgfndasjvnjk9""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo secondName al superar su longitud maxima
"""Giovany""","""re""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo secondName al no superar su longitud minima
"""Giovany""","""cuellar""","""wrbfbjhbfhasdjkfnjkbgjknqrjbrgfndasjvnjk9""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo firstLastName al superar su longitud maxima
"""Giovany""","""cuellar""","""re""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo firstLastName al no superar su longitud minima
"""Giovany""","""Mauricio""","""cuellar""","""wrbfbjhbfhasdjkfnjkbgjknqrjbrgfndasjvnjk9""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo secondLastName al superar su longitud maxima
"""Giovany""","""Mauricio""","""cuellar""","""re""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo secondLastName al no superar su longitud minima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CD""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo documentType al enviar un valor no permitido en el array
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""1234567890123456789""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo documentNumber al superar su longitud maxima de 18 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""1234""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo documentNumber al no superar su longitud minima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PC""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo userType al enviar un valor no permitido en el array
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PJ""","""784738478126976578658796587978943758783785678957892347856478657865567837836765784796587978943758783785678957892347856478657865567837836765784""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo merchantName al superar su longitud maxima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PJ""","""31""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo merchantName al no superar su longitud minima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""lavacalola""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo accountType al enviar un valor no permitido en el array
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""78526578467856783245623497856324765710684""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo accountNumber al superar su longitud maxima de 34 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""28763415267""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo entityCode al superar su longitud maxima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""31""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo entityCode al no superar su longitud minima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""jnvdsfluiqfg5g78fqh7qfj89rqju89qrju9wer9h""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo Signer al superar su longitud maxima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""AM""","""{{randomNumber}}""","""TFY""",Validar campo keyType al enviar un valor no permitido en el array
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""9781348734987689568976980569832""","""TFY""",Validar campo keyValue al superar su longitud maxima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PN""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""13""","""TFY""",Validar campo keyValue al no superar su longitud minima
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PJ""","""Validar campo nombre del cliente debe quedar de 140 caracteres alfanumericos RAZON SOCIAL Personas juridica arrojar codigo de respuesta  2001""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar campo merchantName de >140 caracteres - Personas juridica
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY1""",Validar campo SPBVI longitud maxima de 3 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""{{randomNumber}}""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""st""",Validar campo SPBVI longitud minima de 3 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CC""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de CC
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""CE""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de CE
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""PAS""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de PASAPORTE
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de TDI
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""NIUP""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de NIUP
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""PPT""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de PPT
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""NIT""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de NIT
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""PEP""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de PEP
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""OTR""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomPassword}}""","""ID""","""{{randomNumber}}""","""TFY""",Validar con numero de documento ya registrado con tipo de OTR
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""1234567890123456789""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""","""{{randomNumber}}""","""TFY""",Crear llave con tipo de identificacion TDI con longitud mayor de 18 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""1234567890123456789""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""","""{{randomNumber}}""","""TFY""",Crear llave con puntos , guiones o espacios
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""","""{{randomCel}}""","""TFY""",Crear llave con tipo de identificacion ya existente
